TCGA-M7-A71Z,TCGA-M7-A71Z
TCGA-ZG-A8QZ,TCGA-ZG-A8QZ
MO_1244,MO_1244
TCGA-V1-A9OF,TCGA-V1-A9OF
TCGA-EJ-5516,TCGA-EJ-5516
TCGA-HC-A6AQ,TCGA-HC-A6AQ
TCGA-J4-A6G3,TCGA-J4-A6G3
TCGA-EJ-5504,TCGA-EJ-5504
TCGA-J9-A8CN,TCGA-J9-A8CN
TCGA-EJ-5509,TCGA-EJ-5509
TCGA-J4-A6G1,TCGA-J4-A6G1
TCGA-V1-A8MJ,TCGA-V1-A8MJ
TCGA-SU-A7E7,TCGA-SU-A7E7
TCGA-J4-A83I,TCGA-J4-A83I
TCGA-EJ-7793,TCGA-EJ-7793
TCGA-ZG-A9LU,TCGA-ZG-A9LU
TCGA-HC-7818,TCGA-HC-7818
TCGA-FC-7708,TCGA-FC-7708
TCGA-EJ-A46E,TCGA-EJ-A46E
TCGA-ZG-A8QX,TCGA-ZG-A8QX
TCGA-H9-A6BX,TCGA-H9-A6BX
TCGA-XA-A8JR,TCGA-XA-A8JR
TCGA-KC-A7FE,TCGA-KC-A7FE
TCGA-V1-A8MM,TCGA-V1-A8MM
TCGA-G9-6347,TCGA-G9-6347
TCGA-HC-7740,TCGA-HC-7740
TCGA-CH-5746,TCGA-CH-5746
TCGA-G9-6353,TCGA-G9-6353
TCGA-EJ-A7NK,TCGA-EJ-A7NK
PROS10448-1115150-SM-5EEBK,PROS10448-1115150-SM-5EEBK
TCGA-KK-A6E5,TCGA-KK-A6E5
TCGA-FC-A66V,TCGA-FC-A66V
TCGA-ZG-A9MC,TCGA-ZG-A9MC
TCGA-KC-A4BR,TCGA-KC-A4BR
TCGA-G9-6370,TCGA-G9-6370
TCGA-G9-6367,TCGA-G9-6367
TCGA-HC-7079,TCGA-HC-7079
